"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 26, 2015","117.84","116.80","117.95","115.06","395.63K","3.94%"
"Aug 25, 2015","113.37","117.71","117.71","113.37","576.81K","-0.13%"
"Aug 24, 2015","113.52","110.23","116.05","105.00","1.01M","-4.65%"
"Aug 21, 2015","119.05","122.10","122.46","118.91","504.66K","-2.82%"
"Aug 20, 2015","122.50","124.54","124.54","122.45","536.73K","-2.81%"
"Aug 19, 2015","126.04","126.39","127.01","125.67","286.48K","-1.43%"
"Aug 18, 2015","127.87","127.61","128.07","127.44","186.01K","0.00%"
"Aug 17, 2015","127.87","127.50","127.99","127.10","156.58K","-0.25%"
"Aug 14, 2015","128.19","127.79","128.24","127.58","130.60K","0.31%"
"Aug 13, 2015","127.79","127.15","128.14","126.86","188.66K","0.29%"
"Aug 12, 2015","127.42","127.29","127.69","126.03","767.99K","-1.23%"
"Aug 11, 2015","129.01","129.65","129.65","128.69","236.13K","-1.59%"
"Aug 10, 2015","131.09","130.50","131.43","130.07","300.87K","0.88%"
"Aug 07, 2015","129.95","129.86","130.00","129.52","163.88K","0.89%"
"Aug 06, 2015","128.81","128.96","129.45","128.65","278.83K","0.39%"
"Aug 05, 2015","128.31","128.66","128.98","128.17","476.45K","-1.19%"
"Aug 04, 2015","129.85","131.37","131.39","128.38","515.24K","-2.50%"
"Aug 03, 2015","133.18","132.44","133.39","132.00","315.83K","-0.21%"
"Jul 31, 2015","133.46","133.51","133.71","133.05","226.74K","0.90%"
"Jul 30, 2015","132.27","132.00","132.43","131.25","271.03K","-0.23%"
"Jul 29, 2015","132.57","131.71","132.84","131.60","212.50K","0.55%"
"Jul 28, 2015","131.84","131.08","131.92","130.37","383.46K","0.04%"
"Jul 27, 2015","131.79","131.50","131.87","131.21","187.68K","-0.57%"
"Jul 24, 2015","132.55","133.62","133.89","132.32","130.20K","-0.53%"
"Jul 23, 2015","133.25","133.69","133.92","133.08","196.38K","-0.55%"
"Jul 22, 2015","133.99","133.80","134.43","133.80","196.37K","-0.42%"
"Jul 21, 2015","134.56","134.91","135.03","134.15","200.48K","-0.72%"
"Jul 20, 2015","135.54","135.79","136.11","135.41","353.73K","0.13%"
"Jul 17, 2015","135.36","134.70","135.49","134.70","186.12K","-0.30%"
"Jul 16, 2015","135.77","136.24","136.39","135.66","441.41K","1.33%"
"Jul 15, 2015","133.99","134.07","134.62","133.79","294.05K","0.40%"
"Jul 14, 2015","133.45","133.13","133.70","132.93","195.52K","0.01%"
"Jul 13, 2015","133.44","133.02","133.62","133.02","214.88K","1.46%"
"Jul 10, 2015","131.52","130.56","131.87","129.92","402.19K","1.93%"
"Jul 09, 2015","129.03","130.16","130.53","128.93","187.34K","0.72%"
"Jul 08, 2015","128.11","130.11","130.14","127.94","717.30K","-3.23%"
"Jul 07, 2015","132.38","132.26","132.54","130.75","288.62K","-0.26%"
"Jul 06, 2015","132.73","132.25","133.10","132.13","132.03K","-0.02%"
"Jul 02, 2015","132.75","132.72","132.93","132.43","276.81K","-0.64%"
"Jul 01, 2015","133.60","133.72","133.84","133.14","157.15K","-0.11%"
"Jun 30, 2015","133.75","134.22","134.48","133.55","216.25K","0.98%"
"Jun 29, 2015","132.45","134.10","134.13","132.40","191.14K","-2.22%"
"Jun 26, 2015","135.46","135.34","135.88","135.15","139.51K","0.44%"
"Jun 25, 2015","134.87","135.35","135.51","134.85","180.84K","-0.39%"
"Jun 24, 2015","135.40","136.01","136.01","135.33","149.02K","-1.24%"
"Jun 23, 2015","137.10","136.95","137.25","136.79","270.46K","1.20%"
"Jun 22, 2015","135.48","135.16","136.35","135.16","263.11K","1.09%"
"Jun 19, 2015","134.02","134.48","134.62","133.94","179.84K","-0.34%"
"Jun 18, 2015","134.48","133.50","134.84","133.50","247.05K","-0.29%"
"Jun 17, 2015","134.87","134.31","135.09","133.75","344.89K","-0.87%"
"Jun 16, 2015","136.06","135.70","136.17","135.51","179.29K","0.41%"
"Jun 15, 2015","135.51","135.20","135.83","135.17","292.73K","0.01%"
"Jun 12, 2015","135.49","135.45","135.87","135.09","191.39K","0.23%"
"Jun 11, 2015","135.18","135.24","135.51","134.90","152.57K","0.70%"
"Jun 10, 2015","134.24","133.84","134.59","133.73","166.16K","1.47%"
"Jun 09, 2015","132.30","132.50","132.74","131.92","236.34K","-0.64%"
"Jun 08, 2015","133.15","133.58","133.90","132.62","304.91K","-1.74%"
"Jun 05, 2015","135.51","135.99","135.99","135.26","168.01K","-0.98%"
"Jun 04, 2015","136.85","136.93","137.53","136.63","230.95K","-0.43%"
"Jun 03, 2015","137.44","137.51","137.88","137.00","241.22K","0.64%"
"Jun 02, 2015","136.57","136.74","137.15","136.47","275.90K","-0.49%"
"Jun 01, 2015","137.24","137.80","137.98","136.81","280.12K","-0.47%"
"May 29, 2015","137.89","138.74","138.74","137.51","310.63K","-1.32%"
"May 28, 2015","139.74","138.85","139.96","138.82","220.03K","0.70%"
"May 27, 2015","138.77","138.72","139.00","138.31","246.97K","0.78%"
"May 26, 2015","137.70","138.47","138.47","137.14","293.25K","-0.38%"
"May 22, 2015","138.22","137.98","138.66","137.91","202.77K","-0.87%"
"May 21, 2015","139.44","138.78","139.55","138.78","141.87K","0.31%"
"May 20, 2015","139.01","139.20","139.65","138.77","121.01K","-0.37%"
"May 19, 2015","139.53","139.85","140.24","139.28","223.72K","0.07%"
"May 18, 2015","139.43","139.39","139.49","139.15","141.28K","0.04%"
"May 15, 2015","139.37","138.65","139.39","138.65","177.69K","1.03%"
"May 14, 2015","137.95","137.73","137.99","136.96","150.46K","0.97%"
"May 13, 2015","136.62","137.35","137.94","136.52","359.68K","-0.76%"
"May 12, 2015","137.66","137.51","138.05","137.00","579.45K","0.15%"
"May 11, 2015","137.45","137.88","138.36","137.42","756.71K","-3.29%"
"May 08, 2015","142.12","139.50","142.34","139.37","320.41K","3.05%"
"May 07, 2015","137.92","136.86","138.06","136.84","208.49K","0.55%"
"May 06, 2015","137.16","137.32","137.99","136.50","323.51K","-0.28%"
"May 05, 2015","137.55","139.46","139.80","137.45","266.10K","-1.79%"
"May 04, 2015","140.06","139.79","140.43","139.58","171.95K","0.07%"
"May 01, 2015","139.96","138.75","139.96","138.72","247.08K","0.68%"
"Apr 30, 2015","139.02","140.00","140.32","138.71","246.85K","-1.26%"
"Apr 29, 2015","140.79","141.33","142.47","140.07","282.91K","-0.89%"
"Apr 28, 2015","142.06","142.18","142.84","141.60","421.91K","1.00%"
"Apr 27, 2015","140.66","140.96","141.25","140.55","272.99K","-0.39%"
"Apr 24, 2015","141.21","141.26","141.47","140.98","277.46K","0.13%"
"Apr 23, 2015","141.03","141.16","141.28","140.62","393.01K","-0.44%"
"Apr 22, 2015","141.66","141.47","141.89","141.17","163.76K","0.23%"
"Apr 21, 2015","141.33","141.37","141.90","141.28","365.78K","1.87%"
"Apr 20, 2015","138.73","138.74","139.34","138.64","151.61K","0.22%"
"Apr 17, 2015","138.43","138.99","139.03","138.00","253.92K","-0.40%"
"Apr 16, 2015","138.98","139.18","139.50","138.79","186.89K","-0.07%"
"Apr 15, 2015","139.08","139.23","139.38","138.68","177.58K","0.30%"
"Apr 14, 2015","138.66","138.69","138.98","138.13","171.63K","0.80%"
"Apr 13, 2015","137.56","137.67","138.00","137.20","320.18K","-1.50%"
"Apr 10, 2015","139.65","138.71","139.82","138.66","320.37K","-0.19%"
"Apr 09, 2015","139.91","139.10","140.12","139.00","276.67K","-0.02%"
"Apr 08, 2015","139.94","139.86","140.37","139.54","142.14K","0.16%"
"Apr 07, 2015","139.72","140.10","140.64","139.65","260.80K","-0.65%"
"Apr 06, 2015","140.64","140.00","141.21","140.00","157.79K","0.44%"
"Apr 02, 2015","140.02","139.83","140.90","139.63","249.00K","1.11%"
"Apr 01, 2015","138.48","138.33","138.66","137.77","358.92K","-1.01%"
"Mar 31, 2015","139.89","140.88","140.94","139.71","555.12K","-1.87%"
"Mar 30, 2015","142.55","141.67","142.94","141.38","484.14K","0.11%"
"Mar 27, 2015","142.40","142.34","142.51","141.72","238.15K","-0.50%"
"Mar 26, 2015","143.11","143.00","143.66","142.71","324.38K","-0.49%"
"Mar 25, 2015","143.81","145.25","145.25","143.78","328.93K","-0.49%"
"Mar 24, 2015","144.52","145.23","145.23","144.40","303.69K","-0.55%"
"Mar 23, 2015","145.32","145.33","145.80","144.95","481.16K","1.56%"
"Mar 20, 2015","143.09","142.64","143.50","142.53","406.87K","2.13%"
"Mar 19, 2015","140.10","140.14","140.59","139.65","310.60K","0.01%"
"Mar 18, 2015","140.08","139.10","140.26","138.49","457.89K","2.28%"
"Mar 17, 2015","136.96","137.09","137.37","136.60","816.59K","-0.41%"
"Mar 16, 2015","137.52","137.36","138.14","137.16","271.01K","0.99%"
"Mar 13, 2015","136.17","135.86","136.38","135.46","393.25K","-0.99%"
"Mar 12, 2015","137.53","136.17","137.67","136.17","313.20K","2.63%"
"Mar 11, 2015","134.00","134.20","134.45","133.83","222.74K","0.23%"
"Mar 10, 2015","133.69","134.15","134.38","133.60","220.94K","-1.26%"
"Mar 09, 2015","135.39","135.50","135.65","134.94","174.08K","0.37%"
"Mar 06, 2015","134.89","135.32","135.98","134.70","184.73K","-0.01%"
"Mar 05, 2015","134.90","134.96","135.42","134.65","232.87K","-0.46%"
"Mar 04, 2015","135.52","135.40","135.59","134.40","205.55K","0.09%"
"Mar 03, 2015","135.40","135.37","135.84","135.07","208.81K","-0.35%"
"Mar 02, 2015","135.87","135.25","136.00","135.25","254.46K","0.37%"
"Feb 27, 2015","135.37","135.35","135.80","135.35","219.92K","-1.05%"
"Feb 26, 2015","136.80","136.88","137.46","136.63","258.04K","-0.05%"
"Feb 25, 2015","136.87","136.80","137.14","136.39","236.84K","-1.06%"
"Feb 24, 2015","138.34","137.60","138.70","137.24","334.98K","0.99%"
"Feb 23, 2015","136.98","136.90","137.20","136.41","199.76K","0.06%"
"Feb 20, 2015","136.90","135.94","136.99","135.86","239.83K","1.20%"
"Feb 19, 2015","135.28","134.50","135.49","134.38","218.59K","0.83%"
"Feb 18, 2015","134.16","133.66","134.36","133.65","258.39K","1.57%"
"Feb 17, 2015","132.08","132.00","132.69","132.00","365.36K","-0.31%"
"Feb 13, 2015","132.49","131.99","132.79","131.99","301.01K","0.51%"
"Feb 12, 2015","131.82","131.39","131.99","131.20","327.58K","0.61%"
"Feb 11, 2015","131.02","130.80","131.25","130.74","449.21K","0.13%"
"Feb 10, 2015","130.85","129.71","131.06","129.71","229.06K","1.31%"
"Feb 09, 2015","129.16","129.47","129.75","128.96","185.98K","-0.32%"
"Feb 06, 2015","129.57","129.77","130.49","129.37","384.87K","-1.65%"
"Feb 05, 2015","131.74","130.98","131.92","130.78","448.16K","-0.71%"
"Feb 04, 2015","132.68","132.20","134.24","132.20","471.56K","1.21%"
"Feb 03, 2015","131.10","129.55","131.17","129.42","458.08K","0.01%"
"Feb 02, 2015","131.09","130.10","131.13","129.71","280.18K","1.74%"
"Jan 30, 2015","128.85","129.49","129.98","128.69","273.91K","-2.50%"
"Jan 29, 2015","132.15","131.48","132.18","130.94","411.82K","0.92%"
"Jan 28, 2015","130.95","132.23","132.42","130.70","304.09K","-0.11%"
"Jan 27, 2015","131.10","131.13","131.73","130.88","302.04K","-0.58%"
"Jan 26, 2015","131.86","130.98","132.31","130.98","350.60K","1.70%"
"Jan 23, 2015","129.66","130.00","130.21","129.50","292.88K","-0.15%"
"Jan 22, 2015","129.86","128.97","130.23","127.96","235.48K","0.93%"
"Jan 21, 2015","128.66","128.36","128.82","128.01","606.67K","-0.39%"
"Jan 20, 2015","129.16","129.50","129.79","128.76","438.04K","0.22%"
"Jan 16, 2015","128.88","128.32","129.00","128.05","441.63K","1.66%"
"Jan 15, 2015","126.78","127.87","128.37","126.63","311.43K","0.76%"
"Jan 14, 2015","125.82","125.42","125.98","124.63","364.27K","-0.47%"
"Jan 13, 2015","126.41","127.05","127.87","125.63","252.87K","0.29%"
"Jan 12, 2015","126.04","126.50","127.74","125.34","306.79K","-0.03%"
"Jan 09, 2015","126.08","127.77","127.77","125.98","150.31K","-1.18%"
"Jan 08, 2015","127.58","126.45","127.70","126.45","498.75K","1.93%"
"Jan 07, 2015","125.17","125.52","126.06","125.06","385.74K","2.51%"
"Jan 06, 2015","122.10","123.40","123.72","121.21","285.62K","-1.03%"
"Jan 05, 2015","123.37","124.44","124.61","123.05","240.55K","-1.83%"
"Jan 02, 2015","125.67","126.23","126.64","124.89","249.97K","0.15%"
"Dec 31, 2014","125.48","125.60","126.21","125.40","151.15K","-0.34%"
"Dec 30, 2014","125.91","125.96","126.07","125.33","169.07K","-1.15%"
"Dec 29, 2014","127.37","127.08","127.60","126.86","203.63K","-0.57%"
"Dec 26, 2014","128.10","127.00","128.29","127.00","160.09K","1.06%"
"Dec 24, 2014","126.76","127.20","127.33","126.76","79.98K","0.00%"
"Dec 23, 2014","126.76","126.74","127.31","126.56","188.19K","0.09%"
"Dec 22, 2014","126.64","126.30","126.89","125.93","597.99K","-0.29%"
"Dec 19, 2014","127.01","126.72","127.46","126.52","396.75K","1.82%"
"Dec 18, 2014","124.74","124.13","124.79","123.82","306.69K","1.23%"
"Dec 17, 2014","123.22","122.00","123.63","122.00","338.98K","1.05%"
"Dec 16, 2014","121.94","122.36","123.48","121.75","543.85K","0.32%"
"Dec 15, 2014","121.55","123.54","123.81","121.06","597.10K","-2.40%"
"Dec 12, 2014","124.54","125.66","126.07","124.52","350.14K","-1.23%"
"Dec 11, 2014","126.09","126.55","127.33","125.87","251.93K","0.48%"
"Dec 10, 2014","125.49","126.90","126.91","125.12","510.05K","-2.24%"
"Dec 09, 2014","128.36","127.85","128.42","126.82","472.11K","-0.05%"
"Dec 08, 2014","128.42","129.04","129.19","128.25","359.49K","-0.47%"
"Dec 05, 2014","129.03","128.86","129.30","128.47","423.54K","0.33%"
"Dec 04, 2014","128.60","128.81","128.81","128.10","506.71K","0.70%"
"Dec 03, 2014","127.71","127.50","127.89","127.12","471.26K","0.90%"
"Dec 02, 2014","126.57","126.56","127.03","126.32","496.39K","1.30%"
"Dec 01, 2014","124.94","124.66","125.57","124.55","486.01K","1.47%"
"Nov 28, 2014","123.13","122.91","123.33","122.44","234.42K","1.18%"
"Nov 26, 2014","121.70","121.99","122.00","121.41","291.79K","-0.09%"
"Nov 25, 2014","121.81","121.75","121.99","121.74","190.18K","0.29%"
"Nov 24, 2014","121.46","121.49","121.74","121.30","660.98K","0.14%"
"Nov 21, 2014","121.29","120.61","121.70","120.61","920.48K","1.31%"
"Nov 20, 2014","119.72","119.75","120.03","119.51","162.97K","-0.52%"
"Nov 19, 2014","120.35","120.07","120.52","119.46","389.66K","0.23%"
"Nov 18, 2014","120.07","119.68","120.39","119.57","332.39K","1.25%"
"Nov 17, 2014","118.59","118.50","119.14","118.08","324.06K","-1.03%"
"Nov 14, 2014","119.82","119.58","119.88","119.23","214.21K","0.00%"
"Nov 13, 2014","119.82","119.65","120.37","119.65","269.84K","0.87%"
"Nov 12, 2014","118.79","118.74","118.94","118.11","252.84K","-0.29%"
"Nov 11, 2014","119.14","118.50","119.43","118.43","526.11K","0.99%"
"Nov 10, 2014","117.97","117.81","118.29","117.50","429.76K","-0.59%"
"Nov 07, 2014","118.67","118.43","118.67","117.68","570.78K","-0.97%"
"Nov 06, 2014","119.83","119.52","119.98","119.02","435.49K","-1.27%"
"Nov 05, 2014","121.37","121.03","121.75","120.41","394.13K","1.65%"
"Nov 04, 2014","119.40","119.50","119.72","118.31","569.63K","-2.13%"
"Nov 03, 2014","122.00","121.30","122.03","120.81","857.75K","0.54%"
"Oct 31, 2014","121.35","119.05","121.44","118.50","1.28M","4.74%"
"Oct 30, 2014","115.86","114.80","116.30","114.79","194.90K","0.04%"
"Oct 29, 2014","115.81","116.00","116.65","115.27","245.79K","0.62%"
"Oct 28, 2014","115.10","114.65","115.10","114.11","389.90K","0.66%"
"Oct 27, 2014","114.34","114.32","114.85","113.86","198.46K","-0.15%"
"Oct 24, 2014","114.51","114.41","114.65","113.87","312.48K","0.97%"
"Oct 23, 2014","113.41","113.25","114.15","112.93","408.29K","1.02%"
"Oct 22, 2014","112.27","113.11","113.42","112.20","413.65K","-0.95%"
"Oct 21, 2014","113.35","112.36","113.47","112.13","665.39K","0.04%"
"Oct 20, 2014","113.31","112.33","113.50","112.30","408.94K","3.21%"
"Oct 17, 2014","109.79","108.99","110.39","108.94","469.12K","-0.35%"
"Oct 16, 2014","110.18","108.99","110.84","108.62","441.67K","0.11%"
"Oct 15, 2014","110.06","109.78","110.38","108.40","632.55K","-1.40%"
"Oct 14, 2014","111.62","111.94","112.04","111.26","759.44K","-0.93%"
"Oct 13, 2014","112.67","114.17","114.67","112.59","425.68K","-1.14%"
"Oct 10, 2014","113.97","115.01","115.75","113.85","448.36K","-0.48%"
"Oct 09, 2014","114.52","116.21","116.30","114.24","371.18K","-1.50%"
"Oct 08, 2014","116.26","115.58","116.35","114.23","445.97K","0.38%"
"Oct 07, 2014","115.82","117.00","117.14","115.80","405.14K","-0.75%"
"Oct 06, 2014","116.70","116.61","117.22","116.41","339.19K","0.46%"
"Oct 03, 2014","116.16","115.70","116.31","115.48","281.53K","1.47%"
"Oct 02, 2014","114.48","115.02","115.18","113.64","507.32K","-1.86%"
"Oct 01, 2014","116.65","117.94","117.99","116.46","676.84K","-0.75%"
"Sep 30, 2014","117.53","117.90","118.11","117.04","481.68K","0.01%"
"Sep 29, 2014","117.52","118.07","118.15","117.08","365.74K","-0.95%"
"Sep 26, 2014","118.65","118.24","118.80","118.11","271.28K","0.66%"
"Sep 25, 2014","117.87","119.02","119.43","117.78","437.85K","-0.82%"
"Sep 24, 2014","118.85","118.06","118.91","118.03","272.88K","0.51%"
"Sep 23, 2014","118.25","118.98","119.00","118.02","314.51K","-0.64%"
"Sep 22, 2014","119.01","119.11","119.81","118.91","409.74K","0.21%"
"Sep 19, 2014","118.76","119.30","119.40","118.56","262.06K","-0.56%"
"Sep 18, 2014","119.43","118.82","119.50","118.74","359.90K","1.77%"
"Sep 17, 2014","117.35","117.39","117.94","116.88","262.82K","-0.20%"
"Sep 16, 2014","117.59","117.24","117.85","117.02","321.14K","0.37%"
"Sep 15, 2014","117.16","116.98","117.28","116.69","176.69K","0.04%"
"Sep 12, 2014","117.11","117.38","117.40","116.83","233.40K","0.64%"
"Sep 11, 2014","116.37","116.26","116.47","116.00","189.63K","-0.10%"
"Sep 10, 2014","116.49","116.07","116.59","115.78","359.54K","1.28%"
"Sep 09, 2014","115.02","115.40","115.45","114.97","323.43K","-0.88%"
"Sep 08, 2014","116.04","116.16","116.31","115.51","219.12K","-0.30%"
"Sep 05, 2014","116.39","116.09","116.42","115.92","162.24K","0.29%"
"Sep 04, 2014","116.05","116.19","116.76","115.90","382.70K","0.08%"
"Sep 03, 2014","115.96","116.12","116.36","115.85","244.31K","-0.21%"
"Sep 02, 2014","116.20","115.94","116.21","115.73","293.99K","1.64%"
"Aug 29, 2014","114.32","114.50","114.56","113.92","170.33K","-0.10%"
"Aug 28, 2014","114.43","114.60","114.90","114.03","281.38K","-0.42%"
"Aug 27, 2014","114.91","115.10","115.19","114.76","268.83K","-0.15%"
"Aug 26, 2014","115.08","115.13","115.70","114.92","250.96K","0.18%"
"Aug 25, 2014","114.87","114.77","115.15","114.66","238.89K","0.68%"
"Aug 22, 2014","114.09","114.78","114.78","113.94","476.99K","-1.46%"
"Aug 21, 2014","115.78","115.75","116.25","115.71","263.92K","0.07%"
"Aug 20, 2014","115.70","115.62","115.88","115.20","320.28K","-1.07%"
"Aug 19, 2014","116.95","117.10","117.21","116.81","222.02K","-0.22%"
"Aug 18, 2014","117.21","117.01","117.47","117.01","156.88K","0.27%"
"Aug 15, 2014","116.89","117.25","117.38","116.26","220.27K","-0.72%"
"Aug 14, 2014","117.74","117.47","117.79","117.25","181.47K","-0.16%"
"Aug 13, 2014","117.93","117.85","118.33","117.77","217.83K","0.59%"
"Aug 12, 2014","117.24","117.07","117.55","116.83","242.54K","0.41%"
"Aug 11, 2014","116.76","116.73","117.20","116.50","264.82K","-0.74%"
"Aug 08, 2014","117.63","116.64","117.66","116.15","254.44K","0.81%"
"Aug 07, 2014","116.68","117.46","118.08","116.43","260.44K","0.06%"
"Aug 06, 2014","116.61","116.13","116.76","115.43","429.44K","-2.03%"
"Aug 05, 2014","119.03","119.01","119.82","118.51","360.27K","0.77%"
"Aug 04, 2014","118.12","117.93","118.33","117.62","131.36K","0.45%"
"Aug 01, 2014","117.59","117.71","118.08","117.29","206.88K","-0.34%"
"Jul 31, 2014","117.99","119.31","119.71","117.94","290.87K","-1.71%"
"Jul 30, 2014","120.04","120.52","120.52","119.54","293.06K","-0.45%"
"Jul 29, 2014","120.58","120.59","121.46","120.50","399.22K","0.00%"
"Jul 28, 2014","120.58","119.96","120.76","119.75","172.78K","0.79%"
"Jul 25, 2014","119.63","119.92","120.00","119.32","140.16K","0.21%"
"Jul 24, 2014","119.38","119.61","119.99","119.37","152.62K","-0.04%"
"Jul 23, 2014","119.43","119.39","119.65","119.05","171.21K","0.21%"
"Jul 22, 2014","119.18","118.72","119.42","118.72","117.66K","0.44%"
"Jul 21, 2014","118.66","118.69","119.00","118.03","143.86K","-0.20%"
"Jul 18, 2014","118.90","118.84","118.98","118.35","207.98K","0.44%"
"Jul 17, 2014","118.38","119.20","119.48","118.20","244.73K","-0.65%"
"Jul 16, 2014","119.15","119.40","119.52","119.11","181.26K","0.37%"
"Jul 15, 2014","118.71","119.00","119.09","118.33","187.70K","-0.24%"
"Jul 14, 2014","119.00","119.37","119.49","118.89","166.82K","0.40%"
"Jul 11, 2014","118.52","118.41","118.80","118.12","347.30K","0.40%"
"Jul 10, 2014","118.05","117.48","118.39","116.61","466.74K","-1.66%"
"Jul 09, 2014","120.04","119.80","120.29","119.00","292.37K","-0.22%"
"Jul 08, 2014","120.30","120.94","120.94","119.63","343.42K","-0.71%"
"Jul 07, 2014","121.16","121.25","121.80","120.86","328.73K","-0.47%"
"Jul 03, 2014","121.73","121.35","121.90","121.05","195.94K","-0.12%"
"Jul 02, 2014","121.88","122.34","122.35","121.63","223.54K","-0.31%"
"Jul 01, 2014","122.26","121.43","122.28","121.35","500.98K","2.17%"
"Jun 30, 2014","119.66","119.75","119.88","119.44","506.43K","0.69%"
"Jun 27, 2014","118.84","118.71","118.94","118.47","353.31K","1.01%"
"Jun 26, 2014","117.65","118.00","118.00","117.29","195.65K","0.15%"
"Jun 25, 2014","117.47","116.91","117.52","116.63","208.79K","0.79%"
"Jun 24, 2014","116.55","117.26","117.39","116.50","219.57K","-0.57%"
"Jun 23, 2014","117.22","117.10","117.29","116.70","234.07K","-0.85%"
"Jun 20, 2014","118.22","118.21","118.42","117.72","513.56K","0.40%"
"Jun 19, 2014","117.75","117.50","118.07","117.03","660.34K","1.46%"
"Jun 18, 2014","116.05","114.84","116.22","114.64","360.89K","1.17%"
"Jun 17, 2014","114.71","115.13","115.24","114.51","221.97K","0.20%"
"Jun 16, 2014","114.48","114.27","114.66","113.90","225.24K","0.21%"
"Jun 13, 2014","114.24","114.12","114.36","114.00","185.20K","-0.02%"
"Jun 12, 2014","114.26","114.78","115.29","114.11","292.38K","0.18%"
"Jun 11, 2014","114.06","114.06","114.47","113.78","207.00K","0.17%"
"Jun 10, 2014","113.87","113.68","114.12","113.38","349.16K","-1.04%"
"Jun 09, 2014","115.07","115.00","115.31","114.83","220.16K","-0.07%"
"Jun 06, 2014","115.15","114.62","115.46","114.52","370.85K","0.49%"
"Jun 05, 2014","114.59","114.20","114.80","113.82","318.65K","0.10%"
"Jun 04, 2014","114.48","114.51","114.66","113.39","558.14K","-0.38%"
"Jun 03, 2014","114.92","114.16","115.03","114.16","593.58K","0.85%"
"Jun 02, 2014","113.95","114.12","114.19","113.27","662.48K","0.74%"
"May 30, 2014","113.11","113.35","113.39","112.90","449.73K","1.45%"
"May 29, 2014","111.49","111.29","111.71","111.07","348.68K","1.44%"
"May 28, 2014","109.91","110.55","110.80","109.50","259.05K","-0.18%"
"May 27, 2014","110.11","109.93","110.17","109.53","296.81K","0.43%"
"May 23, 2014","109.64","109.51","109.73","109.38","175.68K","0.14%"
"May 22, 2014","109.49","108.90","109.89","108.87","547.87K","1.32%"
"May 21, 2014","108.06","107.80","108.22","107.59","307.04K","0.36%"
"May 20, 2014","107.67","108.17","108.28","107.63","333.24K","-0.87%"
"May 19, 2014","108.61","108.11","108.79","107.81","358.86K","-0.91%"
"May 16, 2014","109.61","109.37","109.62","108.96","237.36K","0.10%"
"May 15, 2014","109.50","110.34","110.66","109.00","258.10K","-0.84%"
"May 14, 2014","110.43","111.07","111.44","110.41","699.55K","-0.85%"
"May 13, 2014","111.38","110.21","111.54","110.09","564.21K","1.99%"
"May 12, 2014","109.21","108.87","109.32","108.60","347.22K","0.31%"
"May 09, 2014","108.87","108.96","109.38","108.53","371.79K","0.67%"
"May 08, 2014","108.15","108.50","108.61","107.53","366.54K","-0.81%"
"May 07, 2014","109.03","109.00","109.14","108.58","318.99K","0.03%"
"May 06, 2014","109.00","109.50","109.57","108.72","429.37K","-0.40%"
"May 05, 2014","109.44","109.78","109.93","109.41","274.79K","-0.45%"
"May 02, 2014","109.93","109.99","110.18","109.67","420.91K","0.18%"
"May 01, 2014","109.73","110.02","110.15","109.37","340.95K","1.21%"
"Apr 30, 2014","108.42","108.00","108.50","107.67","467.67K","0.86%"
"Apr 29, 2014","107.50","107.81","107.99","107.38","296.50K","0.40%"
"Apr 28, 2014","107.07","107.40","107.46","106.35","392.95K","0.54%"
"Apr 25, 2014","106.49","106.81","107.22","106.35","436.52K","-0.51%"
"Apr 24, 2014","107.04","107.34","107.34","106.58","460.11K","-1.03%"
"Apr 23, 2014","108.15","108.28","108.49","108.12","276.84K","-0.25%"
"Apr 22, 2014","108.42","108.45","108.63","108.21","343.93K","-0.20%"
"Apr 21, 2014","108.64","108.90","108.93","108.44","376.97K","0.57%"
"Apr 17, 2014","108.02","108.54","108.61","107.69","393.12K","-0.41%"
"Apr 16, 2014","108.47","108.00","108.50","107.70","372.71K","1.51%"
"Apr 15, 2014","106.86","106.63","106.97","105.67","489.05K","-0.43%"
"Apr 14, 2014","107.32","107.18","107.70","106.73","497.48K","2.32%"
"Apr 11, 2014","104.89","104.30","105.81","104.05","912.78K","1.45%"
"Apr 10, 2014","103.39","105.07","105.28","103.38","1.54M","-4.03%"
"Apr 09, 2014","107.73","106.90","107.83","106.67","1.12M","-1.26%"
"Apr 08, 2014","109.10","109.10","109.34","108.63","612.38K","-2.06%"
"Apr 07, 2014","111.39","111.51","111.76","110.84","401.81K","0.12%"
"Apr 04, 2014","111.26","112.22","112.60","111.03","598.39K","-1.42%"
"Apr 03, 2014","112.86","112.93","113.59","112.54","453.31K","-0.51%"
"Apr 02, 2014","113.44","113.36","113.50","112.70","351.10K","0.19%"
"Apr 01, 2014","113.22","112.95","113.34","112.81","539.19K","0.28%"
"Mar 31, 2014","112.90","113.10","113.49","112.55","481.00K","0.06%"
"Mar 28, 2014","112.83","113.42","113.72","112.57","539.44K","1.12%"
"Mar 27, 2014","111.58","111.90","112.00","111.31","559.11K","0.95%"
"Mar 26, 2014","110.53","110.94","111.98","110.25","858.67K","1.91%"
"Mar 25, 2014","108.46","108.92","109.31","108.30","349.42K","0.48%"
"Mar 24, 2014","107.94","108.30","108.44","107.19","362.50K","0.53%"
"Mar 21, 2014","107.37","107.65","108.43","107.34","413.22K","-0.22%"
"Mar 20, 2014","107.61","106.55","107.73","106.31","668.20K","-0.98%"
"Mar 19, 2014","108.68","109.20","109.74","108.16","513.40K","-1.05%"
"Mar 18, 2014","109.83","109.45","110.27","109.34","318.96K","-0.76%"
